,title,description,link,published
203,ยืนยันตัวตนแอปเป๋าตังไม่ได้,ยืนยันผ่านตู้สีเทาก็ขึ้นไม่เสียบบัตรลองแล้วลองอีกยืนยันผ่านแอปเป๋าก็รอๆแล้วเด้งกลับหน้าเดิม ใครมีวิธีแก้ใครมั้ยครับ,https://pantip.com/topic/40523851,"Tue, 16 Feb 2021 10:17:54 +0700"
204,บัตรสวัสดิการแห่งรัฐ ร้านค้ากดเงินเราเข้าร้านแล้ว แต่เราทำสลิปที่เป็นหลักฐานหายเลยซื้อของไม่ได้,เรื่องมีอยู่ว่า เราไปใช้บัตรสวัสดิการที่ร้านนั้นครั้งแรก โดยไปวันแรกพนักงานบอกสิทธิ์วันนี้เต็มแล้ว ให้ฝากบัตรไว้ก่อนไหม อีก 2 วันค่อยมารับบัตรแล้วใช้สิทธิ์ ซึ่งร้านค้านั้นเป็นร้านใหญ่แล้วเราคิดว่าก็คง,https://pantip.com/topic/40523850,"Tue, 16 Feb 2021 10:17:53 +0700"
205,ขนมครกชาววัง เยิ้มๆ หอมอร่อย สุขสวัสดิ์ 30 กรุงเทพฯ,เรามาอยู่กันที่ร้านขนมครกที่หลบในแต่ความอร่อยไม่เป็นลองใคร ร้านตั้งอยู่ที่ ซอยสุขสวัสดิ์ 30 เลยหมู่บ้านยูนิโอทาวน์มา 150 เมตร พิกัดหน้าร้าน https://goo.gl/maps/oTCEdQZwuUxCm2qHA พิกัดแผนที่ https://go,https://pantip.com/topic/40523848,"Tue, 16 Feb 2021 10:16:49 +0700"
206,orเกิดอัลลัยขึ้น,,https://pantip.com/topic/40523847,"Tue, 16 Feb 2021 10:16:41 +0700"
207,ในอนาคตจะเป็นไปได้มั้ยที่มนุษย์จะสร้างยานอวกาศที่เร็วเท่าแสง,ก่อนอื่นเรามาคำนวลก่อนนะครับว่าแสงด้วยทางด้วยความเร็วเท่าไหร่ เราต้องไปหาตัวเลขที่แสงใช้เวลาเดินทางมาก่อนนะครับว่ามันกี่เมตรต่อวินาที แสงใช้เวลาเดินทางด้วย3แสนกิโลเมตรต่อวินาทีนะครับ เมื่อเราได้ระยะทา,https://pantip.com/topic/40523846,"Tue, 16 Feb 2021 10:15:24 +0700"
208,หาเพื่อนติ่ง SF9,คือเราอยากมีเพื่อนที่ตามวง SF9 คุยกันอ่ะคือเราพึ่งมาตามวงนี้คือแบบนางน่ารักกันมากเลย ทักพันทปแลกทวิตได้นะ5555 ปล.ตามหลายด้อมมากไม่ต้องตกใจ ปล.ทักมาแลกทวิตบอกข่าวสารเกี่ยวกับนางก็ได้นะ,https://pantip.com/topic/40523845,"Tue, 16 Feb 2021 10:14:33 +0700"
209,JJNY : มา7โมงเช้าเสร็จทุ่มครึ่ง ลทบ.เราชนะ│ราคาคะน้าตกต่ำ│ชมสดประชุมสภาฯ│ยูเอ็นขู่เด็ดขาดกับรบ.ทหารเมียนมา,มา 7 โมงเช้าเสร็จทุ่มครึ่ง ลมจับกันหลายคน ต่อคิวลงทะเบียน ‘เราชนะ’ https://www.khaosod.co.th/special-stories/news_5958804 มา 7 โมงเช้าเสร็จทุ่มครึ่ง ลมจับกันหลายคน ต่อคิวลงทะเบียน ‘เราชนะ’ ชี้เหนื่อยเ,https://pantip.com/topic/40523844,"Tue, 16 Feb 2021 10:14:18 +0700"
210,ลอดช่องรวมมิตร,ลอดช่องรวมมิตร,https://pantip.com/topic/40523842,"Tue, 16 Feb 2021 10:13:05 +0700"
211,จองกุก got7 คือใครคะ?,พอดีพึ่งเริ่มติดตาม got7กับBTS เลยอยากรู้ว่าจองกุก got7 คือใคร,https://pantip.com/topic/40523841,"Tue, 16 Feb 2021 10:12:37 +0700"
212,เว็บไซต์ทางการ Lenovo มีให้โหลด Wallpaper ไหมครับ?,ตามหัวข้อเลยครับ เบื่อ Wallpaper ของ Windows 10 แล้ว ปล.ในตัวไม่มีWallpaperของ Lenovo แล้ว,https://pantip.com/topic/40523840,"Tue, 16 Feb 2021 10:12:11 +0700"
213,พ.ร.บ.รถขาด,ถ้า พ.ร.บ.รถขาดแล้วเกิดอุบัติเหตุ สามารถรับเงินประกันได้ไหม,https://pantip.com/topic/40523839,"Tue, 16 Feb 2021 10:11:35 +0700"
214,Delta วันนี้จะฟลอร์ไหม,เปิดมาไม่ทันไร ลบไป 10+ % สงสารพี่ราฟจังไม่รู้กระโดดออกทันไหม,https://pantip.com/topic/40523838,"Tue, 16 Feb 2021 10:11:17 +0700"
215,แนะนำกาแฟลดน้ำหนักที่ทานแล้วใจไม่สั่นหน่อย,แนะนำกาแฟลดน้ำหนักที่ทานแล้วใจไม่สั่นหน่อย,https://pantip.com/topic/40523837,"Tue, 16 Feb 2021 10:10:52 +0700"
216,ร้องเรียนพนักงานเคอรี่ได้ทางไหนบ้างคะ,คือเราสั่งของละคือเราก็คำนวณวันไว้แล้วว่าจะถึงวันไหน เพราะอยู่ในจังหวัดเดียวกัน คงไม่เกิน2วัน ใช่ค่ะ2วันเคอรี่โทรมาถามว่าได้รับพัสดุหรือยัง เอ้ะทำไมถามแบบนี้นะงง เหตุเกิดวันที่13 เรา:มีอะไรหรือป่าว พน,https://pantip.com/topic/40523836,"Tue, 16 Feb 2021 10:10:42 +0700"
217,นักวิเคราะห์บอกว่า OR ราคาแพงไปแล้วนะครับ ให้ขาย และจะติด cash ด้วย,ดอยกันแล้ว,https://pantip.com/topic/40523835,"Tue, 16 Feb 2021 10:09:25 +0700"
218,ไปแจ้งความตำรวจเรียกเก็บค่าตรวจ 500,ขอสอบถามหน่อยค่ะ พอดีมะวาน มีคนเมาวิ่งตัดหน้ารถ ทำให้รถมอเตอร์ไซค์แฟนล้ม แล้วได้รับบาดเจ็บไหปลาร้าแตก แล้วทีนี้เราต้องไปแจ้งความเพื่อ ลงบันทึกประจำวันเพื่อเอาไปเบิก พ.ร.บ. เพราะเข้าโรงพยาบาลรัฐซึ่งต้อ,https://pantip.com/topic/40523834,"Tue, 16 Feb 2021 10:08:21 +0700"
219,เจ้าพระยาพิพิธ ในสี่แผ่นดิน มีตัวตนจริงไหมคะ รู้เพียงแต่เป็นเชื้อสายบุญนาค,เรากำลังศึกษาเรื่องราวของตัวแม่พลอยค่ะ,https://pantip.com/topic/40523933,"Tue, 16 Feb 2021 10:43:24 +0700"
220,คนที่ดอย OR ที่ราคา 35-36 จำนวนเงินเยอะ ควรทำยังไง หลังจากรายย่อยเข้าตะลุมบอนซื้อกันหนัก,คนที่ดอย OR ที่ราคา 35-36 จำนวนเงินเยอะ ควรทำยังไง หลังจากรายย่อยเข้าตะลุมบอนซื้อกันหนัก เพราะตอนที่ได้เงินได้มาจำนวนไม่มาก เลยเข้าทุ่มซื้อกันอีกโดยใช้เงินจำนวนเงินมาก หักกลบแล้วขาดทุนเยอะ คนทำราคาคือ,https://pantip.com/topic/40523931,"Tue, 16 Feb 2021 10:43:14 +0700"
221,รับสมัครงานแบบนี้ได้หรอครับ บอกแต่แรกรับ พนง 10คน 3เดือนคัดออก เอาจริงแค่ 5คน,ผมเห็น บ. หนึ่งประกาศรับสมัคร พนง มีข้อนึงที่สงสัยคือผมไม่เคยเจอคือ รับมากกว่า 10คน ทดลองงาน3เดือน รับจริงแค่ 5คน คนที่เก่งจะได้รับเข้าทำงาน ทำแบบนี้ได้หรอครับ ผมไม่เคยเจอเลย แปลกดีครับ,https://pantip.com/topic/40523930,"Tue, 16 Feb 2021 10:43:12 +0700"
222,หุ้น OR ไม่เข้า Port SCBs,ซื้อหุ้น OR ผ่าน ธ กสิกร โดยฝากหุ้นไว้ใน Port ของ SCB ไปตรวจสอบที่ Web กสิกรแจ้งว่าได้รับการจัดสรรหุ้นเรียบร้อย แต่หุ้นไม่เข้า Port โทรไป Call Center SCBS มา 3 วันยังติดต่อผู้คนไม่ได้ Inbox ในเพจ face,https://pantip.com/topic/40523929,"Tue, 16 Feb 2021 10:43:01 +0700"
223,โอนเงินจากกรุงไทยไปSCBแล้วยอดในบัญชีไม่ขึ้น,โอนเงินจากกรุงไทยไปSCBแล้วยอดในบัญชีไม่ขึ้น ต้องติดต่อทางไหนคะ มันจะขึ้นเองหรือเร าต้องทำยังไง,https://pantip.com/topic/40523928,"Tue, 16 Feb 2021 10:43:01 +0700"
224,การขอคืนเงินภาษีจากกรมสรรพากร,ไม่เคยยื่นขอขอคืนภาษีเลย ปีนี้ครั้งแรก ระบบแจ้งว่าจะคืนให้ผ่านพร้อมเพย์ ประมานกี่วันจะได้ภาษีคืนครับ ถ้าพร้อมเพย์ แยกเป็น 2 บัญชี บัตรประชาชน1บช โทรศัพท์อีก1 บช ระบบจะคืนภาษีพร้อมเพย์ไหน จริงๆมีแค่2บั,https://pantip.com/topic/40523927,"Tue, 16 Feb 2021 10:42:56 +0700"
225,รถ Scoopyi มีเสียงกริ่งๆเบาๆบริเวณสายพาย เกิดจากอะไรครับ,"รถ Scoopyi ไมล์ 48,000 กว่าๆ ตอนจอดตอนสตาร์เครื่อง ลองฟังดูจะมีเสียงกริ่งๆเบาๆบริเวณสายพาย สอบถามดังนี้ครับ 1. เกิดจากอะไรครับ ต้องซ่อมฉซมหรือไม่ ถ้าต้องซ่อมแซม 2.มีค่าใช้จ่ายในการซ่อมเท่าไรครับ ถ้าเอ",https://pantip.com/topic/40523926,"Tue, 16 Feb 2021 10:42:45 +0700"
226,รบกวนดูดวงการงานให้หน่อยค่ะ,รบกวนดูดวงการงานให้หน่อยค่ะ [Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้จันทร์ 08/04/39 19.37น อยากทราบว่า การงานปีนี้เป็นยังไงบ้างคะ,https://pantip.com/topic/40523925,"Tue, 16 Feb 2021 10:42:38 +0700"
227,"สำหรับหนังหรือละครแนวตลก ""ซาวด์ประกอบ"" ถือว่ามีความสำคัญมากน้อยแค่ไหน",หนังหรือละครแนวตล หากไม่นับมุกตลกกับนักแสดง &quot;ซาวด์ประกอบ&quot; ที่ใส่มาประกอบฉากต่าง ๆ จัดเป็นองค์ประกอบที่สำคัญมากน้อยเพียงใด,https://pantip.com/topic/40523924,"Tue, 16 Feb 2021 10:42:32 +0700"
228,Tales of Demons and Gods เนี่ยหลี่ได้กับใครบ้าง,นอกจากนางเอก2คนแรก,https://pantip.com/topic/40523922,"Tue, 16 Feb 2021 10:42:22 +0700"
229,น้ำต้มกัญชา,พอดีว่าลุงแถวบ้านเล่าให้ฟังว่า แกกินน้ำต้มกัญชาแล้วความดันแกสูง 156 เมื่อก่อนแกความดันแค่ 120กว่าๆ อยากทราบว่าการกินน้ำต้มกัญชานี่ล่ะมันเกี่ยวกันไหมครับ ถ้าความดันสูงแบบนี้เสี่ยงเป็นโรคหัวใจไหม 🙏🏻🙏🏻,https://pantip.com/topic/40523921,"Tue, 16 Feb 2021 10:42:11 +0700"
230,เอวากับอีฟใช่คนๆเดียวกันไหมครับ,เคยได้ยินมนุษย์คู่แรกของโลกไหมครับ ผมพูดกับเพื่อนผมบอกเพื่อนว่ามนุษย์คู่แรกของโลกคืออดัมกับเอวา แต่เพื่อนบอกว่าอดัมกับอีฟตั้งหาก วอนผู้รู้ช่วยอธิบายทีครับ,https://pantip.com/topic/40523920,"Tue, 16 Feb 2021 10:41:59 +0700"
231,ลงทะเทียนเราชนะแล้วทำไมยังไม่ได้รับข้อความยืนยันค่ะ?,,https://pantip.com/topic/40523919,"Tue, 16 Feb 2021 10:41:43 +0700"
232,Metco is next Delta ขึ้นมาขนาดนี้ก็ช่วยตรวจสอบด้วยนะ ไม่ใช่พอ 800 แล้วค่อยจับเข้าคุกให้เม่าติดดอย เสียหายกันหมด,Metco ขึ้นแรงจนจะเป็น Delta อยู่แล้ว หวังว่าจะโดนตรวจสอบทันทีตั้งแต่เนิ่นๆนะ ไม่ใช่ปล่อยให้เม่าเข้าไปเล่นจนราคาไป 800 จนเม่าติดกับดักเยอะๆแล้วค่อยจับติด cash balance เพราะถึงเวลานั้นคนที่เสียหายคือเม่,https://pantip.com/topic/40523918,"Tue, 16 Feb 2021 10:41:33 +0700"
233,สินสอดทองหมั้น พ่อเเม่ฝ่ายหญิงเอาไปหมดรึป่าวค่ะ,มีแพลนจะเเต่งงานค่ะ ที่คิดกับเเฟนไว้สินสอดเงินสด 1ล้านบาท ทองคำ 10บาท (เงินเก็บ2คนเก็บร่วมกันค่ะ)เลยสงสัยว่าพ่อเเม่เราจะเอาไปหมดไหมค่ะ ค่าใช้จ่ายงานเรากับเเฟนช่วยกันจ่ายหมดค่ะ เพราะถ้าพ่อเเม่เอาไปหมด,https://pantip.com/topic/40523915,"Tue, 16 Feb 2021 10:40:55 +0700"
234,Bose soundlink mini 2 se เสียงเบาปกติไหม,ขอสอบถามคนที่ใช้ลำโพง Bose soundlink mini 2 se หน่อยครับ ต้องเปิดความดังที่ 60% ขึ้นไปครับถึงจะดัง ฟังสนุก ก่อนหน้านี้ใช้ Bose soundlink mini 1 มาก่อนครับ รู้สึกว่าไม่เปิดดังมากก็ได้ยินดีละครับ เสียงด,https://pantip.com/topic/40523914,"Tue, 16 Feb 2021 10:40:54 +0700"
235,โปรโมทโพสต์ในเฟสไม่ได้ ใครเคยแก้ไขได้บ้างคะ,โปรโมทโพสต์ในเฟสไม่ได้ค่ะ ถูกหยุดไว้ชั่วคราว ใครเคยแก้ไขได้บ้างคะ รบกวนแนะนำทีค่ะ ขอบคุณค่ะ,https://pantip.com/topic/40523913,"Tue, 16 Feb 2021 10:40:44 +0700"
236,หาแฟนครับชายชาย,ผมอยากมีแฟนซักคนสนใจยังไงก็ลองทักมาคุยได้นะครับ,https://pantip.com/topic/40523912,"Tue, 16 Feb 2021 10:40:21 +0700"
237,ชอบคนที่มีแฟนแล้ว,ตามหัวข้อเลยค่ะชอบคนๆนึงมากชอบมาตั้งแต่เค้ายังโสดแต่ตอนนี้เค้ามีแฟนแล้วเค้าเป็นผู้หญิงค่ะ(ส่วนตัวชอบทั้งหญิงและชาย)คือตอนแรกก็อยากจะบอกชอบเค้าไปนั้นแหละค่ะแต่ที่ผ่านมาเค้าคบผู้ชายมาตลอดแตาพอหลังช่วงปี,https://pantip.com/topic/40523911,"Tue, 16 Feb 2021 10:40:19 +0700"
238,ทำไมช็อปปี้ จ่ายผ่าน wallet ไม่ได้,ทำไมช็อปปี้ จ่ายผ่าน wallet ใช้บัตร wecard ไม่ได้ครับ เงินในวอเลตก็มีมากกว่าเงินที่จ่าย จ่ายรวมส่ง รวมทุกอย่าง 150 เงินมีในวอเล็ต 300 หรือมันจะพยายามบีบให้ใช้ airpay,https://pantip.com/topic/40523909,"Tue, 16 Feb 2021 10:40:06 +0700"
239,คนคุย,คุยกันมา3เดือน เป็นเพื่อนกลุ่มเดียวกันคณะเดียวกัน เคยไปนอนด้วยกันมาแล้วทุกวันนี้ใช้ชีวิตเหมือนแฟนเขาไปรับไปส่งเอามานอนที่ห้องแต่ในโซเชียลไม่มีสถานะกัน ไม่เคยลงอะไรถึงกันเลย สถานะก็ไม่มีจะอยู่กันนานมั้,https://pantip.com/topic/40523908,"Tue, 16 Feb 2021 10:40:03 +0700"
240,จดข้อสอบ​ 300​ ข้อ​ คิดราคา​เท่าไหร่​,คือพี่ให้จดข้อสอบ​ 300​ ข้อ​ เราคิดราคาเท่าไหร่​ดีคะ,https://pantip.com/topic/40523907,"Tue, 16 Feb 2021 10:39:50 +0700"
241,จะเปลี่ยนเครื่องที่ลงเราชนะยังไง,คือเรามีโทรศัพท์สองเครื่องเราไปยืนยันตัวตนเข้าใช้เครื่องที่เราไม่มีแอบกรุงไทยแล้วเราจะเปลี่ยนมายืนยันอีกเครื่องต้องทำยังไงคะ คือลบเป๋าตังค์ในเครื่องนั้นทิ้งเลยใช่มั้ยคะ,https://pantip.com/topic/40523906,"Tue, 16 Feb 2021 10:39:47 +0700"
242,ฝันว่าเส้นผมติดฟัน ยาวมากดึงยังไงก็ไม่หมดสักที,ฝันว่าเส้นผมติดฟัน ยาวมากดึงยังไงก็ไม่หมดสักที ช่วยทำนายฝันด้วยครับ,https://pantip.com/topic/40523905,"Tue, 16 Feb 2021 10:39:46 +0700"
243,ผมใช้ 2 ซิม  เติมเงินกับรายเดือน  แต่รายเดือนหมดโปร จะเปลี่ยนซิมเติมเงินเป็นรายเดือน คุ้มกว่า รายเดือนโปรเดิมไหม,คือตอนนี้โปรรายเดือนหมด ต้องจ่าย 499 โทรได้ 200 นาที เน็ตอีก 10 GB ซึ่งดูแล้วไม่คุ้ม เลยกะจะเปลี่ยนเติมเงินเป็นรายเดือน น่าจะคุ้มกว่า แต่ตอนนี้เลือกไม่ถูกจะลงค่ายไหน,https://pantip.com/topic/40523903,"Tue, 16 Feb 2021 10:39:21 +0700"
244,ระหว่าง เฟรมจักรยาน brand no name เก่าๆ ราคาถูก กับชุดขับเคลื่อนดีๆ ระดับล่าง-กลาง จะใช้ร่วมกันได้ดีไหม,จะซื้อคันใหม่ก็เสียดายเงินนะครับช่วงนี้ อีกอย่างเฟรมวัสดุเดียวกัน จักรยานคันเก่า MTB ปัจจุบันพวกเฟรม โครงล้อ อานเบาะ ยังมีสภาพดีอยู่ แต่พวกโซ่ ชุดขับมันไกล้เน่า ปั่นที กระตุกตลอด โดยเฉพาะตอนขึ้นเนินช้,https://pantip.com/topic/40523900,"Tue, 16 Feb 2021 10:38:29 +0700"
245,เรียนไม่จบ,หาตัวเองไม่เจอ ไปต่อไม่ได้,https://pantip.com/topic/40523899,"Tue, 16 Feb 2021 10:37:46 +0700"
246,หักลดหย่อนคู่สมรส,"กรณีคู่สมรสไม่มีเงินได้ แต่ได้ทำประกันชีวิตไว้ เงินประกันรายละเอียดตามนี้ อยู่ในกรมธรรม์เดียวกัน แยกเป็น *เบี้ยประกันชีวิต 3,809- **เบี้ยประกันสัญญาเพิ่มเติมสุขภาพ 27,596- ผมเข้าใจอยู่ว่า *เบี้ยประกัน",https://pantip.com/topic/40523896,"Tue, 16 Feb 2021 10:36:54 +0700"
247,ทำไมมีเงินเดือนหลายหมื่น แต่ไม่มีเงินเก็บ??,📌ถ้าคุณมีเงินเดือน &quot;หลายหมื่นบาท&quot; แต่ทำไม.. ถึงไม่มีเงินเก็บเลย❓ แล้วจะทำอย่างไรดี❓.. 👉 คนบางคนมีเงินเดือนหลักพันก็ไม่มีเงินเก็บ หลักหมื่นก็ไม่มีเงินเก็บ หลักแสนก็ไม่มีเงินเก็บ❌ ต่อให้เป็นหล,https://pantip.com/topic/40523895,"Tue, 16 Feb 2021 10:36:54 +0700"
248,ใครเคยมีประสบการณ์โดนตัดเงินซ้ำจากการซื้อของใน 7-11 มั้ยครับ?,ผมผูกบัตรเดบิต Kbank กับทรู สแกนที่ 7-11 ครั้งเเรก สแกนไม่ติดเครื่องขัดข้อง เอาใหม่ก็ชำระได้ ทางทรูตัดไปตามบิล แต่บัตรตัดไป 2 ครั้งครับ ใครเคยมีประสบการณ์เหมือนกันมั้ยครับ ตอนนี้ผมโทรเเจ้ง Kbank แล้วร,https://pantip.com/topic/40523894,"Tue, 16 Feb 2021 10:36:17 +0700"
249,ความขัดแย้งคือสเน่ห์ของประชาธิปไตย ???,หนูเห็นพี่ๆม็อบเขาด่าคนนั้นทีคนโน้นที ทะเลาะกันเองบ้างตีกันเองบ้าง แต่ดูเขามีความสุขน่ะ ยิ่งเฉพาะในโซเชียลหนูสัมผัสได้,https://pantip.com/topic/40523892,"Tue, 16 Feb 2021 10:36:00 +0700"
250,เป๋าตังโหดไม่ได้,อยู่ประเทศมาเลเซีย โทรศัพท์เป็นเครื่องมาเลย์ เราห้าแอพเป๋าตังใน play store ไม่เจอเลย ใครพอมีวิธีทำให้โหลดได้บ้างคะ ? หรือเค้าจำกัดประเทศหรือป่าว,https://pantip.com/topic/40523890,"Tue, 16 Feb 2021 10:35:10 +0700"
251,หาโรงงานทำกางเกง,ตามหาโรงงานที่ผลิตกางเกงอยู่ค่ะ อยากได้ที่คุณภาพดี เลือกผ้าเองได้ เหมือนแบรนด์ holdem ค่ะ ใครพอรู้แหล่งโรงงานดีๆบอกหน่อยนะคะ ตอนนี้มีความสนใจในเรื่องกางเกงอยู่ค่ะ อยากเอามาเป็นรายได้เสริมค่ะ,https://pantip.com/topic/40523889,"Tue, 16 Feb 2021 10:35:03 +0700"
252,อยากทราบวิธีสะกัดกระเบื้องโมเสคเก่า ให้ได้ตามแนวที่เราต้องการครับ,อยากจะสะกัดกระเบื้องให้เป็นร่องสี่เหลี่ยมเพื่อใส่ตะแกรงน้ำทิ้ง คือบ้านเก่าอายุน่าจะเกิน 50 ปีพื้นกระเบื้องแน่นและแข็งมาก ผมลองใช้สว่านกระแทก+ดอกเจาะปูนเจาะดูแทบไม่เข้าเลยครับ ดอกงอเสียไปหนึ่ง+หินเจียร,https://pantip.com/topic/40523886,"Tue, 16 Feb 2021 10:32:44 +0700"
253,อดทนให้เป็นเสียบ้าง ถ้าหากอยากพบความสงบในชีวิต,อดทนให้เป็นเสียบ้าง ถ้าหากอยากพบความสงบในชีวิต.. “จิตใจเย็น จะนำมาซึ่งความสงบสุขในชีวิต” ความเป็นจริงในทุกวันนี้ หลายสิ่งหลายอย่าง กระตุ้นให้คุณเป็นคนอารมณ์ร้อน หรือใจร้อนได้ง่าย วิถีชีวิตทุกคนมีชีวิต,https://pantip.com/topic/40523885,"Tue, 16 Feb 2021 10:32:39 +0700"
254,กำนันหญิงตั้งแต่เปิดตัวมาก็ปัง !,กำนันหญิงตั้งแต่เปิดตัวมาก็ปัง ! โกยเรตติ้งละครเย็นคงที่มากพุ่งสูงถึง 5.5 !!!!!!,https://pantip.com/topic/40523884,"Tue, 16 Feb 2021 10:31:58 +0700"
255,รบกวนช่วยหาหัวข้อเรื่องบทความ,รบกวนช่วยหาหัวข้อบความหน่อยค่าา เกี่ยวกับเรื่องข้อบัญญัติในองค์การบริหารงานส่วนจังหวัดพระนครศรีอยุธยา เกี่ยงกับกองแผน ใครพอมีความคิดเห็นช่วยแนะนำหน่อยจ้า,https://pantip.com/topic/40523881,"Tue, 16 Feb 2021 10:31:39 +0700"
256,นับถือ daytrade ทุกท่านครับ,ขอคารวะทุกท่านที่เดเทรด แล้วได้กำไรทุกวันจริงๆครับ ผมอยากฝากตัวเป็นศิษย์ด้วยเลยครับ ผมอยากทราบเคล็ดวิชาจริงๆว่า ดูกันยังไงให้คม ขนาดนั้นผมนั่งดูทุกวัน จังหวะที่เดเทรด แบบว่า สวยๆให้ฟอลโลวตาม แล้วไม่เจ,https://pantip.com/topic/40523880,"Tue, 16 Feb 2021 10:31:23 +0700"
257,Rhian Brewster จะย้ายทีมอีกมั้ยฤดูกาลหน้า,Sheff U น่าจะตกชั้นเกิน 70% น่าเห็นใจทีมที่ซื้อกองหน้าจาก Liverpool แล้วเล่นไม่ออกเหมือนกันนะ Rhian น่าจะเป็นรายที่สองต่อจาก Solanke ผมสงสัยว่าในสัญญามันมี Clause อะไรให้ตัวนักเตะเลิกสัญญาหรือหาทีมใหม,https://pantip.com/topic/40523879,"Tue, 16 Feb 2021 10:31:12 +0700"
258,มีด้วยหรอ!!! ขนมวัยเด็กในเซเว่น อร่อยด้วย แปลกด้วย (ต้องลอง!!!),สวัสดีเพื่อน ๆ ชาวพันทิปทุกคนค่ะ มีใคร Work From Home เหมือนกันบ้างคะ ครั้งก่อนรู้เลยว่าทำงานอยู่บ้าน หิวกว่าอยู่ที่ทำงานอีก ฮ่า ๆๆ รอบนี้เราต้องรอดค่ะ ก็เลยไปหาซื้อขนมมาไว้กินเล่นสักหน่อย ไหน ๆ ก็ออก,https://pantip.com/topic/40523877,"Tue, 16 Feb 2021 10:30:54 +0700"
259,วันนี้จะโรงไฟฟ้ากับแบงค์ป่าวน้า?,,https://pantip.com/topic/40523876,"Tue, 16 Feb 2021 10:30:40 +0700"
260,"คำศัพท์ที่ขึ้นต้นด้วย en จะรู้ได้ยังไงว่าต้องอ่านว่าว่า ""เอน"" หรือ ""อิน""",สวัสดีค่ะ ตัวเองเป็นคนที่อ่อนภาษาอังกฤษมาก ทำให้อ่านคำในภาษาอังกฤษไม่ค่อยได้ค่ะ แต่ตอนนี้เริ่มมาตั้งต้นเริ่มเรียนภาษาอังกฤษด้วยตัวเองใหม่แล้ว มีข้อสงสัยสำหรับคำที่ขึ้นต้นด้วย EN เพราะสามารถอ่านได้ทั้ง,https://pantip.com/topic/40523874,"Tue, 16 Feb 2021 10:29:36 +0700"
261,Anime?,พวกคุณรู้จักAnimeกันมั้ยคะ Animeมาจากคำว่า? อนิเมะ เป็นคำภาษาญี่ปุ่น (アニメ) ที่ดัดแปลงมาจากคำภาษาอังกฤษว่า แอนิเมชั่น (animation) ซึ่งมาจาก ภาษาฝรั่งเศส อานีเม่ (animé) แปลว่าเคลื่อนไหว หรือภาพเคลื่อนไ,https://pantip.com/topic/40523873,"Tue, 16 Feb 2021 10:29:34 +0700"
262,จะยังคงคิดถึง..,จะยังคงคิดถึง.. .. วันนี้ในวันที่ไม่มีเธอเหมือนเก่า ในวันที่ไม่มีคำว่าสองเรา คงเหลือเพียงว่างเปล่า..เดียวดาย .. วันนี้ในวันหนึ่งซึ่งความหมาย ในวันที่เคียงคู่อยู่ข้างกาย มิเคยลบเลือนหายจางไป .. และวันน,https://pantip.com/topic/40523872,"Tue, 16 Feb 2021 10:29:01 +0700"
263,ผมตรงสวยไม่เสีย ด้วยเครื่องหนีบผม LESASHA STRAIGHT&SHINE INFRARED CRIMPER,เรียกว่าเป็นไอเทมที่ขาดไม่ได้ไปแล้วตั้งแต่เราผมยาว พวกเครื่องหนีบผม ไดร์เป่าผม เครื่องม้วนผมเนี่ย ขาดไม่ได้เลยจ้าาาา วันนี้เราจะขอมาเห่อพร้อมกับรีวิวเครื่องหนีบผมเลิศ ๆ ที่พึ่งได้มาไม่นานกันค่ะ กับเจ้,https://pantip.com/topic/40523871,"Tue, 16 Feb 2021 10:28:59 +0700"
264,สมศรี 422r เป็นหนังแนวไซไฟหรือแฟนตาซี,ถือเป็นแนวไหนกันหรือ หรือเป็นทั้ง 2 อย่าง,https://pantip.com/topic/40523870,"Tue, 16 Feb 2021 10:28:52 +0700"
265,เพื่อนสนิทผิดนัด เพราะไปหาเพื่อนอีกคนนึง,วันนี้เพื่อนสนิทของเราชวนไปเล่นที่บ้าน แต่นางกลับผิดนัด แล้วไปหาเพื่อนอีกคนนึงของนาง ทั้งที่นางก็สามารถกลับบ้านได้เพื่อมาหาเราแต่นางก็ยังอยู่ต่อ เป็นเพื่อนกันมา 3 ปี แต่นางไม่เคยผิดนัดเลย ต้องมาผิดนัด,https://pantip.com/topic/40523867,"Tue, 16 Feb 2021 10:27:26 +0700"
266,เริ่มขายของบน amazon ในช่อง brand name เราต้องใส่อะไร หากสินค้าเป็นแฮนด์เมด ครับ,ผมเพิ่งเริ่มสมัครขายของบน amazon กำลังจะลงสินค้าในช่อง brand name เราต้องใส่อะไรครับ ถึงจะผ่าน หากสินค้าเป็นแฮนด์เมด หรือสินค้าไม่มียี่ห้อครับ,https://pantip.com/topic/40523866,"Tue, 16 Feb 2021 10:27:19 +0700"
267,Microsoft Surface Laptop 3 เหมาะกับการเอามาใช้เขียนโปรแกรม กับ การทำงานฐานข้อมูล มั้ยครับ???,"ผมกำลังเรียนอยู่ด้าน data science ครับ และตอนนี้กำลังมองหา laptop ซักตัวเอามาใช้จนจบน่ะครับ ใครที่พอมีความรู้คิดว่า surface laptop3 นี้ specพอที่จะใช้กับงานประเภท programming, databases, visualization",https://pantip.com/topic/40523865,"Tue, 16 Feb 2021 10:27:03 +0700"
